anxiety_level,self_esteem,mental_health_history,depression,headache,blood_pressure,sleep_quality,breathing_problem,noise_level,living_conditions,safety,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,extracurricular_activities,bullying,target,mental_health_score,physical_score,environment_score,social_score
11,16,0,5,5,3,4,1,0,1,2,1,1,4,4,4,1,2,4,0,1,8.0,3.25,1.0,1.75
8,28,0,2,1,2,5,1,2,3,4,5,5,2,5,1,3,1,2,1,0,9.5,2.25,3.5,1.75
18,1,1,16,4,3,1,5,3,1,1,1,2,3,1,4,1,4,4,4,2,9.0,3.25,1.5,3.25
18,5,1,24,4,3,2,3,3,3,3,5,3,4,2,5,1,1,1,2,2,12.0,3.0,3.5,1.25
18,4,0,1,1,3,0,1,5,2,1,4,0,2,0,2,0,0,3,5,1,5.75,1.25,3.0,2.0
11,21,0,12,3,1,2,4,3,2,2,3,3,3,3,2,2,3,2,3,1,11.0,2.5,2.5,2.5
21,15,1,19,5,3,1,3,5,1,1,2,1,3,2,4,1,5,5,4,2,14.0,3.0,2.25,3.75
20,19,1,22,4,3,1,5,3,1,3,3,1,2,0,4,1,4,5,1,0,15.5,3.25,2.5,2.75
2,25,0,3,1,2,5,2,1,4,5,4,4,2,5,1,3,2,2,1,0,7.5,2.5,3.5,2.0
7,29,0,0,1,2,4,1,2,3,4,4,5,2,5,1,3,1,2,1,0,9.0,2.0,3.25,1.75
21,11,1,18,3,3,1,3,4,2,2,1,2,3,2,4,1,5,5,5,2,12.75,2.5,2.25,4.0
11,19,0,13,3,1,2,4,3,3,3,2,3,3,3,3,3,2,2,3,1,10.75,2.5,2.75,2.5
4,30,0,8,1,2,4,1,1,4,5,5,4,1,5,1,3,2,1,1,0,10.5,2.0,3.75,1.75
17,15,1,17,5,3,1,3,5,1,2,2,1,4,2,5,1,4,5,5,2,12.5,3.0,2.5,3.75
19,9,1,16,3,3,1,3,3,2,1,1,2,3,1,4,1,5,4,4,2,11.25,2.5,1.75,3.5
16,1,1,27,5,3,4,0,0,2,5,1,4,3,1,5,1,3,2,2,0,11.25,3.0,2.0,2.0
14,23,0,13,2,1,2,2,3,2,3,3,2,3,2,3,2,2,2,2,1,12.5,1.75,2.75,2.0
21,28,0,20,0,3,0,0,5,4,4,4,2,4,2,0,0,5,0,5,1,17.25,0.75,4.25,2.5
12,20,0,12,3,1,3,2,3,2,2,3,2,3,2,3,2,2,3,2,1,11.0,2.25,2.5,2.25
2,28,0,8,1,2,4,1,1,4,5,5,5,1,4,1,3,2,1,1,0,9.5,2.0,3.75,1.75
8,30,0,0,1,2,4,1,2,4,4,5,5,2,4,1,3,1,2,1,0,9.5,2.0,3.75,1.75
5,30,0,7,1,2,4,2,2,3,4,5,4,2,5,1,3,1,2,1,0,10.5,2.25,3.5,1.75
8,26,0,2,1,2,5,2,2,4,5,4,5,2,5,1,3,2,2,1,0,9.0,2.5,3.75,2.0
8,25,0,5,1,2,4,1,2,4,5,4,4,1,4,1,3,1,2,1,0,9.5,2.0,3.75,1.75
18,10,1,17,3,3,1,5,3,1,1,2,1,5,2,4,1,4,5,4,2,11.5,3.0,1.75,3.5
21,5,1,17,5,3,1,3,3,1,2,1,1,5,2,5,1,5,5,4,2,11.0,3.0,1.75,3.75
17,6,1,24,3,3,1,3,5,1,1,1,2,3,1,4,1,4,5,4,2,12.0,2.5,2.0,3.5
11,4,1,15,4,3,3,3,2,5,5,1,3,2,2,4,0,2,4,3,2,7.75,3.25,3.25,2.25
7,17,0,0,4,3,5,4,5,1,0,1,2,1,1,1,0,1,0,3,2,6.0,4.0,1.75,1.0
10,15,1,11,3,1,3,2,2,3,3,3,3,3,2,2,2,2,3,2,1,9.25,2.25,2.75,2.25
18,8,1,25,4,3,1,3,1,1,3,5,1,2,2,1,1,4,3,2,0,13.0,2.75,2.5,2.5
3,25,0,5,1,2,5,1,1,4,4,4,5,1,4,1,3,1,1,1,0,8.25,2.25,3.25,1.5
4,30,0,5,2,3,4,4,4,4,1,1,2,0,4,5,0,5,0,2,0,9.75,3.25,2.5,1.75
10,20,0,13,2,1,2,2,2,3,3,3,3,3,2,2,2,2,2,3,1,10.75,1.75,2.75,2.25
19,3,1,23,1,3,5,1,2,3,3,2,0,5,2,5,1,4,3,5,1,11.5,2.5,2.5,3.25
18,7,1,18,3,3,1,3,4,1,1,1,1,4,1,4,1,4,5,5,2,11.0,2.5,1.75,3.75
3,0,1,20,3,3,2,0,0,3,2,2,5,5,4,2,1,2,2,1,0,6.0,2.0,1.75,1.5
9,17,0,13,2,1,2,4,3,3,3,2,2,3,3,3,3,3,3,3,1,9.75,2.25,2.75,3.0
10,18,1,10,3,1,3,2,2,3,2,2,3,3,3,3,3,3,2,3,1,9.75,2.25,2.25,2.75
9,13,1,18,5,3,0,0,3,2,3,5,2,4,1,4,1,2,5,1,0,10.25,2.0,3.25,2.25
18,0,1,22,3,3,1,5,5,1,2,2,2,5,2,5,1,5,4,4,2,10.25,3.0,2.5,3.5
18,14,1,20,4,3,1,3,4,2,2,1,2,3,2,4,1,4,5,5,2,13.25,2.75,2.25,3.75
6,29,0,0,1,2,5,1,2,4,5,4,4,2,4,1,3,2,1,1,0,8.75,2.25,3.75,1.75
10,17,0,13,3,1,2,4,2,2,3,3,2,3,3,2,3,2,2,3,1,10.0,2.5,2.5,2.5
1,27,0,5,1,2,4,2,2,3,5,5,5,2,4,1,3,2,2,1,0,8.25,2.25,3.75,2.0
9,21,1,14,2,1,2,4,2,2,2,3,2,3,3,3,2,3,3,2,1,11.25,2.25,2.25,2.5
7,13,1,17,5,3,1,2,1,1,1,0,0,0,2,5,1,4,1,1,2,9.5,2.75,0.75,1.75
7,27,0,8,1,2,5,1,1,4,5,5,5,2,5,1,3,1,1,1,0,10.5,2.25,3.75,1.5
6,30,0,6,1,2,5,2,1,4,4,4,5,1,5,1,3,2,1,1,0,10.5,2.5,3.25,1.75
21,4,1,24,3,3,1,4,3,1,2,2,1,5,1,5,1,5,5,5,2,12.5,2.75,2.0,4.0
18,2,1,24,3,3,1,3,4,2,2,2,2,5,2,4,1,4,5,4,2,11.25,2.5,2.5,3.5
3,27,0,3,1,2,4,2,2,4,4,5,4,1,5,1,3,2,2,1,0,8.25,2.25,3.75,2.0
8,27,0,5,1,2,4,1,1,3,5,5,4,1,5,1,3,2,2,1,0,10.0,2.0,3.5,2.0
18,26,1,18,5,3,5,4,0,4,4,5,2,1,0,5,0,1,1,5,0,15.75,4.25,3.25,1.75
9,16,1,10,2,1,3,2,3,3,3,3,3,3,2,2,2,3,2,3,1,9.0,2.0,3.0,2.5
8,6,1,25,4,3,1,4,2,4,3,0,4,4,0,3,1,4,0,2,0,10.0,3.0,2.25,1.75
1,30,0,4,1,2,5,2,1,3,5,5,5,1,4,1,3,1,1,1,0,8.75,2.5,3.5,1.5
21,4,1,26,4,3,1,5,3,1,1,2,2,4,2,4,1,4,4,5,2,13.0,3.25,1.75,3.5
21,9,1,17,4,3,1,3,3,2,2,1,1,3,2,4,1,5,5,5,2,12.0,2.75,2.0,4.0
16,8,1,21,5,3,1,5,4,1,2,2,1,4,2,5,1,5,4,4,2,11.5,3.5,2.25,3.5
0,25,0,2,1,2,5,1,2,4,4,5,5,2,4,1,3,2,2,1,0,6.75,2.25,3.75,2.0
6,27,0,2,1,2,5,2,1,3,5,5,5,2,5,1,3,2,2,1,0,8.75,2.5,3.5,2.0
10,16,0,9,3,1,2,4,2,3,2,2,3,3,3,3,3,2,3,3,1,8.75,2.5,2.25,2.75
2,25,0,2,1,2,4,2,1,4,5,5,5,1,4,1,3,1,2,1,0,7.25,2.25,3.75,1.75
7,28,0,20,2,3,3,1,5,1,2,5,4,0,2,2,1,1,2,2,0,13.75,2.25,3.25,1.5
14,18,1,9,3,1,3,2,3,3,3,2,2,3,3,2,2,2,3,3,1,10.5,2.25,2.75,2.5
14,16,1,11,3,1,3,4,2,3,3,3,2,2,3,3,3,2,2,2,1,10.5,2.75,2.75,2.25
4,11,0,20,5,3,1,2,5,3,4,1,2,5,1,3,1,5,0,2,1,8.75,2.75,3.25,2.0
19,1,1,27,4,3,1,5,4,2,2,1,1,4,2,4,1,4,4,4,2,12.0,3.25,2.25,3.25
19,6,1,18,3,3,1,4,4,1,1,2,2,4,1,5,1,5,5,4,2,11.0,2.75,2.0,3.75
7,26,0,1,1,2,4,1,1,4,4,5,5,2,4,1,3,2,1,1,0,8.5,2.0,3.5,1.75
12,22,1,18,5,3,4,3,3,0,0,5,4,3,1,0,0,3,5,3,1,13.25,3.75,2.0,2.75
21,15,1,26,3,3,1,5,3,1,2,1,2,5,1,5,1,5,5,5,2,15.75,3.0,1.75,4.0
10,18,0,12,2,1,2,4,2,3,2,3,2,2,3,2,2,2,2,2,1,10.0,2.25,2.5,2.0
1,30,0,0,1,2,4,2,1,4,5,4,5,1,5,1,3,1,2,1,0,7.75,2.25,3.5,1.75
4,26,0,5,1,2,4,2,1,3,5,4,4,2,5,1,3,2,1,1,0,8.75,2.25,3.25,1.75
18,14,1,15,4,3,1,4,4,1,1,2,2,4,2,5,1,5,4,5,2,12.0,3.0,2.0,3.75
20,6,1,23,3,3,1,3,4,2,1,1,2,4,2,5,1,4,5,4,2,12.5,2.5,2.0,3.5
9,17,0,9,2,1,2,4,2,3,2,3,3,2,2,2,2,2,2,2,1,8.75,2.25,2.5,2.0
14,25,0,12,3,1,3,4,2,2,2,2,3,3,2,2,3,3,3,3,1,12.75,2.75,2.0,3.0
21,3,0,19,0,3,3,0,3,0,1,5,5,4,2,3,0,2,2,0,1,10.75,1.5,2.25,1.0
17,23,0,10,5,3,1,0,1,4,0,2,1,3,3,5,0,3,1,1,2,12.5,2.25,1.75,1.25
19,13,1,18,3,3,1,5,4,1,2,1,1,4,1,4,1,4,4,4,2,12.75,3.0,2.0,3.25
9,22,0,14,3,1,3,4,2,3,2,2,2,2,2,2,2,3,2,3,1,11.25,2.75,2.25,2.5
9,16,0,13,3,1,3,4,2,2,2,2,3,2,2,3,2,2,3,2,1,9.5,2.75,2.0,2.25
19,8,1,21,5,3,1,5,5,2,1,2,2,5,2,5,1,4,5,5,2,12.25,3.5,2.5,3.75
6,27,0,5,1,2,5,1,1,4,5,5,4,2,4,1,3,1,2,1,0,9.5,2.25,3.75,1.75
20,6,1,15,5,3,1,3,5,1,1,2,1,4,2,5,1,5,5,4,2,10.5,3.0,2.25,3.75
12,16,1,10,3,1,3,2,2,2,2,3,2,2,3,2,3,3,3,3,1,9.75,2.25,2.25,3.0
3,30,0,6,1,2,4,1,1,4,5,4,4,2,5,1,3,2,2,1,0,9.75,2.0,3.5,2.0
3,27,0,0,1,2,4,1,1,3,5,4,5,2,5,1,3,1,2,1,0,7.5,2.0,3.25,1.75
13,23,1,14,2,1,3,2,3,3,2,3,3,2,3,2,3,2,2,3,1,12.75,2.0,2.75,2.5
5,25,0,2,1,2,5,1,2,3,4,5,4,2,5,1,3,1,2,1,0,8.0,2.25,3.5,1.75
18,15,1,19,4,3,1,5,3,1,2,1,2,4,2,5,1,5,5,4,2,13.25,3.25,1.75,3.75
19,11,1,24,4,3,1,3,5,2,2,1,2,3,2,5,1,4,4,4,2,13.75,2.75,2.5,3.25
6,26,0,0,1,2,4,1,1,4,4,4,4,2,4,1,3,1,1,1,0,8.0,2.0,3.25,1.5
8,29,0,4,1,2,4,1,2,4,5,4,5,2,5,1,3,2,1,1,0,10.25,2.0,3.75,1.75
3,28,0,0,1,2,4,1,1,4,5,5,5,1,5,1,3,1,2,1,0,7.75,2.0,3.75,1.75
8,26,0,2,1,2,5,2,2,4,5,5,4,2,4,1,3,1,1,1,0,9.0,2.5,4.0,1.5
14,18,0,14,2,1,3,4,2,3,2,3,2,3,2,2,3,3,2,3,1,11.5,2.5,2.5,2.75
12,16,1,7,4,3,5,4,2,1,2,1,2,4,4,0,1,2,3,0,2,9.0,4.0,1.5,1.5
8,7,1,1,0,3,5,4,2,3,5,2,2,0,2,4,0,5,2,0,0,4.25,3.0,3.0,1.75
3,30,0,3,1,2,5,1,2,3,4,4,4,2,5,1,3,2,1,1,0,9.0,2.25,3.25,1.75
15,12,1,19,3,3,1,5,3,2,2,1,1,5,2,4,1,4,5,4,2,11.75,3.0,2.0,3.5
21,4,1,15,5,3,1,3,4,2,2,2,1,4,1,5,1,4,4,5,2,10.25,3.0,2.5,3.5
2,27,0,2,1,2,5,2,2,4,4,4,5,2,4,1,3,2,2,1,0,7.75,2.5,3.5,2.0
20,0,1,22,5,3,1,4,5,2,1,1,1,3,2,5,1,5,4,5,2,10.75,3.25,2.25,3.75
17,9,0,3,3,3,2,1,5,4,4,3,1,2,1,0,1,1,0,0,2,7.25,2.25,4.0,0.5
11,18,0,13,3,1,3,2,2,2,3,3,2,3,3,3,3,2,3,3,1,10.5,2.25,2.5,2.75
10,20,0,14,2,1,3,2,3,2,2,2,3,3,2,3,3,3,3,3,1,11.0,2.0,2.25,3.0
14,18,1,13,2,1,2,4,2,2,2,2,3,2,2,3,3,3,2,2,1,11.5,2.25,2.0,2.5
10,23,1,11,3,1,2,4,2,3,2,3,3,3,2,2,2,2,2,3,1,11.25,2.5,2.5,2.25
16,9,1,18,4,3,1,5,5,2,2,1,2,3,2,5,1,4,5,4,2,11.0,3.25,2.5,3.5
10,21,1,10,2,1,3,2,2,2,2,3,3,2,3,3,3,3,2,3,1,10.5,2.0,2.25,2.75
20,10,1,21,3,3,1,4,3,1,2,2,2,4,1,4,1,4,4,5,2,13.0,2.75,2.0,3.5
9,29,1,13,5,3,3,0,5,4,4,1,4,1,0,3,1,3,4,0,0,13.0,2.75,3.5,2.0
20,1,1,19,5,3,1,3,3,2,2,1,1,3,1,4,1,4,4,4,2,10.25,3.0,2.0,3.25
9,22,0,14,2,1,2,2,3,3,3,3,2,3,2,2,2,3,2,2,1,11.25,1.75,3.0,2.25
2,27,0,8,1,2,5,2,1,3,4,5,4,1,5,1,3,2,2,1,0,9.25,2.5,3.25,2.0
12,22,0,13,2,1,2,2,2,2,3,3,3,3,3,3,3,2,2,3,1,11.75,1.75,2.5,2.5
21,0,1,19,5,3,1,4,3,1,1,1,2,5,1,4,1,4,4,4,2,10.25,3.25,1.5,3.25
18,10,1,23,3,3,1,5,5,1,1,2,2,4,1,4,1,4,4,4,2,13.0,3.0,2.25,3.25
13,14,1,21,5,3,3,3,0,1,1,3,0,1,0,0,0,4,5,0,0,12.25,3.5,1.25,2.25
10,20,0,10,2,1,3,4,2,3,3,2,2,2,3,2,2,3,2,3,1,10.0,2.5,2.5,2.5
5,20,1,7,4,3,1,5,5,3,3,0,4,3,0,3,0,5,2,4,1,8.25,3.25,2.75,2.75
6,29,0,4,1,2,4,1,1,3,5,5,4,1,5,1,3,1,1,1,0,9.75,2.0,3.5,1.5
2,30,0,5,1,2,4,2,2,3,4,5,4,1,5,1,3,1,1,1,0,9.25,2.25,3.5,1.5
10,24,1,11,3,1,3,2,2,2,2,3,2,3,3,2,2,2,2,2,1,11.5,2.25,2.25,2.0
14,15,1,12,3,1,3,4,2,3,3,2,3,3,2,2,3,2,3,2,1,10.5,2.75,2.5,2.5
20,0,1,24,4,3,1,3,4,2,2,1,2,4,2,5,1,4,4,5,2,11.25,2.75,2.25,3.5
10,22,0,11,2,1,3,4,2,2,3,2,2,2,3,2,2,2,2,3,1,10.75,2.5,2.25,2.25
15,8,0,10,4,3,0,4,1,3,2,5,3,4,2,4,1,0,2,1,1,8.25,2.75,2.75,1.0
5,1,1,18,4,3,3,2,2,0,4,0,1,0,0,3,1,2,4,0,2,6.25,3.0,1.5,1.75
7,25,0,5,1,2,5,1,1,4,5,4,5,1,5,1,3,2,1,1,0,9.25,2.25,3.5,1.75
18,5,1,17,3,3,1,3,5,1,1,2,2,4,1,5,1,4,4,5,2,10.25,2.5,2.25,3.5
5,30,0,1,1,2,4,1,1,4,5,5,5,2,5,1,3,1,1,1,0,9.0,2.0,3.75,1.5
10,25,0,14,3,1,2,2,2,2,2,3,2,2,2,2,2,3,2,3,1,12.25,2.0,2.25,2.5
1,28,0,14,3,3,2,1,2,3,4,5,2,4,4,0,1,2,5,2,2,10.75,2.25,3.5,2.5
9,19,1,14,2,1,2,2,2,3,3,3,2,2,2,3,2,2,3,3,1,10.75,1.75,2.75,2.5
12,21,1,12,2,1,3,2,3,3,3,3,3,3,3,2,2,3,3,2,1,11.5,2.0,3.0,2.5
16,11,1,18,3,3,1,5,4,2,1,2,1,5,1,5,1,5,5,4,2,11.5,3.0,2.25,3.75
19,7,1,19,5,3,1,4,3,2,1,2,1,4,1,4,1,5,5,4,2,11.5,3.25,2.0,3.75
20,10,1,16,5,3,1,3,5,1,1,2,2,4,2,5,1,5,5,4,2,11.75,3.0,2.25,3.75
13,24,1,10,2,1,3,4,2,2,3,2,2,3,3,3,2,2,2,3,1,12.0,2.5,2.25,2.25
18,1,1,20,4,3,1,5,5,2,2,1,1,5,2,5,1,4,4,5,2,10.0,3.25,2.5,3.5
3,2,0,22,0,3,4,5,1,5,3,3,1,2,2,3,1,0,2,1,2,6.75,3.0,3.0,1.0
5,25,0,6,1,2,4,1,2,4,4,4,4,2,4,1,3,2,1,1,0,9.0,2.0,3.5,1.75
8,26,0,2,1,2,5,2,2,4,5,5,5,2,4,1,3,1,2,1,0,9.0,2.5,4.0,1.75
14,25,0,9,2,1,2,2,3,3,2,2,2,3,3,3,2,3,3,3,1,12.0,1.75,2.5,2.75
2,25,0,4,1,2,5,1,1,4,4,5,4,1,5,1,3,2,2,1,0,7.75,2.25,3.5,2.0
5,26,0,0,1,2,5,2,2,3,4,4,4,1,4,1,3,2,1,1,0,7.75,2.5,3.25,1.75
12,18,1,11,2,1,2,4,2,3,2,2,3,2,2,2,3,2,3,2,1,10.5,2.25,2.25,2.5
15,7,1,15,5,3,1,3,4,2,2,2,1,3,2,4,1,4,4,5,2,9.5,3.0,2.5,3.5
15,7,1,19,3,3,1,3,3,2,1,1,1,5,1,4,1,4,4,5,2,10.5,2.5,1.75,3.5
6,26,0,7,1,2,4,1,2,4,4,5,5,1,5,1,3,2,1,1,0,9.75,2.0,3.75,1.75
6,27,0,5,1,2,4,1,1,4,4,5,5,1,5,1,3,1,2,1,0,9.5,2.0,3.5,1.75
17,5,1,19,4,3,1,4,4,2,2,2,1,3,2,5,1,5,4,5,2,10.5,3.0,2.5,3.75
1,5,0,1,4,3,5,2,2,2,2,0,2,5,3,3,1,0,2,2,2,1.75,3.5,1.5,1.25
4,25,0,6,1,2,4,1,2,4,4,5,5,1,4,1,3,2,1,1,0,8.75,2.0,3.75,1.75
11,23,1,12,2,1,2,2,3,3,2,2,3,2,3,2,3,2,2,3,1,11.75,1.75,2.5,2.5
9,21,1,14,2,1,2,4,3,2,2,2,2,3,3,2,2,2,3,2,1,11.25,2.25,2.25,2.25
10,21,0,11,3,1,3,2,2,2,3,2,3,3,3,2,3,2,2,2,1,10.5,2.25,2.25,2.25
21,7,1,23,5,3,1,5,3,1,1,1,2,4,2,4,1,4,5,5,2,13.0,3.5,1.5,3.75
9,23,1,24,4,3,1,0,1,2,4,3,1,2,3,3,0,1,0,1,2,14.25,2.0,2.5,0.5
17,12,1,22,4,3,1,4,4,2,1,1,2,3,1,5,1,4,4,4,2,13.0,3.0,2.0,3.25
16,12,1,15,4,3,1,3,4,2,2,2,2,4,1,4,1,4,4,5,2,11.0,2.75,2.5,3.5
8,30,0,4,1,2,4,2,2,4,4,4,5,1,5,1,3,2,1,1,0,10.5,2.25,3.5,1.75
14,12,0,24,0,3,0,3,2,2,0,2,2,0,2,4,1,1,0,3,2,12.5,1.5,1.5,1.25
13,16,0,14,3,1,2,2,2,2,2,2,2,3,3,3,2,2,2,3,1,10.75,2.0,2.0,2.25
13,17,1,10,2,1,2,4,2,3,2,2,2,2,2,3,2,2,2,3,1,10.25,2.25,2.25,2.25
20,3,0,18,0,3,3,0,3,0,0,4,5,4,1,3,0,2,2,0,1,10.25,1.5,1.75,1.0
13,19,1,13,3,1,2,2,2,3,2,2,2,2,3,2,2,2,3,3,1,11.5,2.0,2.25,2.5
6,19,0,14,1,3,4,4,1,1,1,1,4,3,1,5,0,0,2,4,1,9.75,3.0,1.0,1.5
9,23,0,13,3,1,2,2,3,2,2,2,3,2,3,3,2,2,2,2,1,11.25,2.0,2.25,2.0
11,23,0,12,2,1,2,2,3,2,2,2,3,2,3,2,2,2,2,2,1,11.5,1.75,2.25,2.0
13,17,0,11,3,1,3,4,2,2,2,3,2,3,2,2,2,3,3,2,1,10.25,2.75,2.25,2.5
10,17,0,13,3,1,2,4,2,2,3,3,2,3,2,2,3,2,2,2,1,10.0,2.5,2.5,2.25
11,23,0,10,3,1,2,2,3,2,3,3,2,3,2,2,3,2,2,3,1,11.0,2.0,2.75,2.5
9,24,0,14,3,1,2,2,2,3,2,3,2,2,2,3,2,2,2,3,1,11.75,2.0,2.5,2.25
11,21,1,12,2,1,2,2,3,2,2,2,3,2,3,2,2,3,3,2,1,11.25,1.75,2.25,2.5
14,17,0,11,3,1,2,2,3,3,2,3,3,2,2,3,3,2,2,2,1,10.5,2.0,2.75,2.25
18,1,1,16,3,3,1,4,3,1,1,1,1,5,1,5,1,4,4,4,2,9.0,2.75,1.5,3.25
9,23,0,18,4,3,0,2,2,2,4,2,1,0,3,3,0,1,0,1,2,12.5,2.25,2.5,0.5
2,10,0,14,2,3,4,4,0,3,4,3,4,0,3,3,1,1,1,3,2,6.5,3.25,2.5,1.5
20,14,1,26,3,3,1,5,3,1,1,1,2,5,1,4,1,4,4,4,2,15.25,3.0,1.5,3.25
